,DAX,SP500,OIL,GOLD,USD_EUR,VOL_DAX,VOL_SP500,REALIZED_VOL_DAX,TASSO_3M_DE,YIELD_10Y_DE,CPI_DE,CORE_CPI_DE,INDPROD_DE,UNEMP_DE,TERM_SPREAD_DE
2024-05-09,18686.599609375,5214.080078125,83.87999725341797,2332.10009765625,0.9304999709129333,53613600.0,3727370000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-10,18772.849609375,5222.68017578125,82.79000091552734,2367.300048828125,0.9272000193595886,87914100.0,3617900000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-13,18742.220703125,5221.419921875,83.36000061035156,2336.10009765625,0.9284700155258179,66373100.0,4255710000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-14,18716.419921875,5246.68017578125,82.37999725341797,2353.39990234375,0.9264799952507019,73288600.0,4763580000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-15,18869.359375,5308.14990234375,82.75,2388.699951171875,0.9246799945831299,81628700.0,4360810000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-16,18738.810546875,5297.10009765625,83.2699966430664,2380.0,0.9182900190353394,76322100.0,3817470000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-17,18704.419921875,5303.27001953125,83.9800033569336,2412.199951171875,0.9201499819755554,75994100.0,3578120000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-20,18768.9609375,5308.1298828125,83.70999908447266,2433.89990234375,0.9194999933242798,41185400.0,3420100000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-21,18726.759765625,5321.41015625,82.87999725341797,2421.699951171875,0.920740008354187,65727800.0,3662240000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-22,18680.19921875,5307.009765625,81.9000015258789,2389.199951171875,0.9212200045585632,57984200.0,3847130000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-23,18691.3203125,5267.83984375,81.36000061035156,2335.0,0.923770010471344,63719300.0,3869520000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-24,18693.369140625,5304.72021484375,82.12000274658203,2332.5,0.924839973449707,53855900.0,3005510000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-27,18774.7109375,5304.72021484375,82.12000274658203,2332.5,0.9218599796295166,37335400.0,3005510000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-28,18677.869140625,5306.0400390625,84.22000122070312,2355.199951171875,0.9206500053405762,52670400.0,3751540000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
2024-05-29,18473.2890625,5266.9501953125,83.5999984741211,2340.300048828125,0.921500027179718,59553600.0,3552750000.0,0.06294218990454373,3.8126818,2.5195454545,125.8112,121.1453,91.43041,3.4,-1.2931363455000002
