,DAX,VOL_DAX,REALIZED_VOL_DAX,TASSO_3M_DE,YIELD_10Y_DE,CPI_DE,CORE_CPI_DE,INDPROD_DE,UNEMP_DE,TERM_SPREAD_DE
2014-01-31,9306.48046875,126856500,0.1380138551220012,0.2920455,1.7559090909,99.48821,97.42345,99.16237,4.8,1.4638635909
2014-02-03,9186.51953125,105545400,0.14358045467209013,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-04,9127.91015625,114598200,0.14466338686781788,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-05,9116.3203125,95608700,0.14023074871852348,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-06,9256.580078125,122685200,0.15257815099300023,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-07,9301.919921875,89003400,0.15183861756612527,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-10,9289.8603515625,59599900,0.1502455928669436,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-11,9478.76953125,76248400,0.166727563992009,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-12,9540.0,85292300,0.16792216431477713,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-13,9596.76953125,93209100,0.15286291735482754,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-14,9662.400390625,91504800,0.15496325729974783,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-17,9656.759765625,45850100,0.1546241088717546,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-18,9659.7802734375,58827300,0.1543902467158794,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-19,9660.0498046875,72892900,0.15427179554108464,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-20,9618.849609375,88676900,0.15487084267932189,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-21,9656.9501953125,78587700,0.15222079522372858,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-24,9708.9404296875,67953500,0.12287284845060403,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-25,9699.349609375,90676100,0.12122673066127279,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-26,9661.73046875,87277200,0.12163822980280711,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-27,9588.330078125,86422200,0.12176304970302426,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-02-28,9692.080078125,83200800,0.1259094082139207,0.2881,1.5585,99.48821,97.9819,99.16237,4.8,1.2704
2014-03-03,9358.8896484375,118040200,0.17541090886121752,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-04,9589.150390625,95630200,0.18748609726219234,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-05,9542.01953125,73341700,0.18671722029400986,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-06,9542.8701171875,103682600,0.1864599317473381,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-07,9350.75,103246700,0.19530728263844818,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-10,9265.5,84875400,0.1974030423411738,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-11,9307.7900390625,72300800,0.19800331813124955,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-12,9188.6904296875,107430600,0.18851616682571817,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-13,9017.7900390625,113773100,0.19520042705082113,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-14,9056.41015625,141175500,0.19436301015217294,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-17,9180.8896484375,86964500,0.2000164821577564,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-18,9242.5498046875,99301200,0.2024152152108445,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-19,9277.0498046875,89476800,0.20325413855309973,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-20,9296.1201171875,96945700,0.20361059317771718,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-21,9342.9404296875,198583500,0.20470844429443452,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-24,9188.76953125,86790900,0.21027244638702708,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-25,9338.400390625,82230600,0.21850711241925197,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-26,9448.580078125,75841600,0.22350892319880028,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-27,9451.2099609375,66826100,0.22333370967681276,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-28,9587.1904296875,70498400,0.22802930223450196,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-03-31,9555.91015625,68772900,0.22487846874764797,0.3053333,1.5085714286,99.48821,98.42543,99.45232,4.8,1.2032381286
2014-04-01,9603.7099609375,72835100,0.18877833458474846,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-02,9623.3603515625,73976000,0.16880545904894836,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-03,9628.8203125,76385800,0.16776777973871201,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-04,9695.76953125,75314000,0.1692423202743586,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-07,9510.849609375,78800000,0.1676214407744339,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-08,9490.7900390625,86190900,0.16408538948308946,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-09,9506.349609375,69917100,0.16364104271798954,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-10,9454.5400390625,77873700,0.15767597389778207,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-11,9315.2900390625,100489700,0.15195456893817724,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-14,9339.169921875,90916500,0.1516872696978914,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-15,9173.7099609375,88156800,0.15870028443000023,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-16,9317.8203125,78803200,0.16636072657716922,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-17,9409.7099609375,86295200,0.16922003667255425,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-22,9600.08984375,70194100,0.18222798783428357,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-23,9544.1904296875,61216900,0.1835229213635486,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-24,9548.6796875,87813900,0.1720994889319099,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-25,9401.5498046875,79230200,0.17370412966106955,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-28,9446.3603515625,67539100,0.1695367034033579,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-29,9584.1201171875,91467900,0.17687021113792475,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-04-30,9603.23046875,90290900,0.16987935487782313,0.32975,1.4565,99.48821,98.14576,99.06572,4.8,1.12675
2014-05-02,9556.01953125,88062300,0.17039172313429785,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-05,9529.5,61911600,0.1696752494515246,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-06,9467.5302734375,82062900,0.17075737406409455,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-07,9521.2998046875,92732600,0.17215622970275218,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-08,9607.400390625,102022500,0.17344041005997246,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-09,9581.4501953125,80084100,0.15995566722404592,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-12,9702.4599609375,87508500,0.1651073579132325,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-13,9754.4296875,96844100,0.1657604520201356,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-14,9754.3896484375,76079000,0.16403933507467486,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-15,9656.0498046875,133897400,0.1589438838080624,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-16,9629.099609375,113085400,0.1596833972607617,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-19,9659.3896484375,97857300,0.14358324249342216,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-20,9639.080078125,67588400,0.13599110582511986,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-21,9697.8701171875,86239200,0.13373437438086017,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-22,9720.91015625,63696000,0.11519079838891899,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-23,9768.009765625,65280800,0.11358844231641153,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-26,9892.8203125,53846400,0.12048114219904778,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-27,9940.8203125,79797700,0.10343608014801953,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-28,9939.169921875,72748500,0.10359342010968403,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-29,9938.900390625,65743400,0.09393589165062279,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-05-30,9943.26953125,103680100,0.09403908996181877,0.3245714,1.3271428571,99.48821,98.05037,98.58247,4.7,1.0025714571
2014-06-02,9950.1201171875,57920300,0.09104593784876797,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-03,9919.740234375,71968600,0.09123235654194325,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-04,9926.669921875,66442200,0.08611346796173551,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-05,9947.830078125,129942500,0.08521680584174451,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-06,9987.1904296875,92994900,0.0817482964031534,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-09,10008.6298828125,43200400,0.08004710945301383,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-10,10028.7998046875,64853100,0.07029025487842253,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-11,9949.8095703125,96286500,0.07605690297077633,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-12,9938.7001953125,68482900,0.07633092813624506,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-13,9912.8701171875,79417700,0.0665360534412588,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-16,9883.98046875,64029200,0.066631955404344,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-17,9920.3203125,72084200,0.06684700577373939,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-18,9930.330078125,72976800,0.06572358070475644,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-19,10004.0,86693500,0.06705113360228528,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-20,9987.240234375,209559600,0.06784034822999664,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-23,9920.919921875,68730100,0.07182106252623599,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-24,9938.080078125,61266100,0.05722161025970596,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-25,9867.75,82312000,0.05992112535401364,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-26,9804.900390625,94925000,0.0634381538875798,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-27,9815.169921875,63248900,0.0636776684597108,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-06-30,9833.0703125,66649700,0.06413815523330181,0.2414286,1.2642857143,99.48821,98.34804,98.67912,4.7,1.0228571142999998
2014-07-01,9902.41015625,54519000,0.06923732112175905,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-02,9911.26953125,70229500,0.06854886940654008,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-03,10029.4296875,78288000,0.08010644538548546,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-04,10009.080078125,52046500,0.08033664121365938,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-07,9906.0703125,60506300,0.08705638511291727,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-08,9772.669921875,85865100,0.09753114402169386,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-09,9808.2001953125,73589700,0.09834508912052094,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-10,9659.1298828125,96879100,0.1075942151278269,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-11,9666.33984375,62278400,0.10784689717836246,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-14,9783.009765625,56259600,0.11718756892201845,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-15,9719.41015625,72125500,0.11872792283714503,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-16,9859.26953125,69460000,0.1291305405037582,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-17,9753.8798828125,76538100,0.13394819297014976,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-18,9720.01953125,118113800,0.1307840010430295,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-21,9612.0498046875,65236500,0.13510117029227375,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-22,9734.330078125,62368600,0.1427689238987903,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-23,9753.5595703125,64736900,0.14282772625804313,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-24,9794.0595703125,70366600,0.14195719814475594,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-25,9644.009765625,73401600,0.14992718419383122,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-28,9598.169921875,71997100,0.15039918052942014,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-29,9653.6298828125,66002300,0.15195747446890354,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-30,9593.6796875,79991300,0.1502216693681613,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-07-31,9407.48046875,131077400,0.16219172971410745,0.2050435,1.1143478261,99.48821,98.72049,100.3222,4.7,0.9093043261
2014-08-01,9210.080078125,141582500,0.1655216595924309,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-04,9154.1396484375,85304300,0.165508388933311,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-05,9189.740234375,80560700,0.16621063062088975,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-06,9130.0400390625,98898300,0.16266868870980852,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-07,9038.9697265625,97954700,0.1623118266765617,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-08,9009.3203125,102515800,0.1569578444324397,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-11,9180.740234375,81228900,0.1746238028377451,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-12,9069.4697265625,74774600,0.16940647955299154,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-13,9198.8798828125,82251600,0.17980072324802823,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-14,9225.099609375,80394300,0.17028900335519204,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-15,9092.599609375,110261800,0.17280715276188224,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-18,9245.330078125,63822100,0.18626556489182383,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-19,9334.2802734375,57793200,0.1877722237612986,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-20,9314.5703125,63229700,0.18068411276697105,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-21,9401.5302734375,67874900,0.18450135077830476,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-22,9339.169921875,70036600,0.18398429292851434,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-25,9510.1396484375,53554100,0.19052492059638218,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-26,9588.150390625,66737100,0.19224216203542344,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-27,9569.7099609375,69031300,0.19118391722009587,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-28,9462.5595703125,72124500,0.19387246804089237,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-08-29,9470.169921875,68471200,0.18138564867576587,0.1915714,0.9561904762,99.48821,98.85288000000001,96.74613,4.7,0.7646190762
2014-09-01,9479.0302734375,43071900,0.16391065252277492,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-02,9507.01953125,55157400,0.16167663595212425,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-03,9626.490234375,90121000,0.16579618085689848,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-04,9724.259765625,106652400,0.16474015066904016,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-05,9747.01953125,77345000,0.15784351098170316,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-08,9758.0302734375,53013300,0.156135808432214,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-09,9710.7001953125,57197900,0.14862911403789836,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-10,9700.169921875,62415400,0.13937619025270018,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-11,9691.2802734375,62050300,0.13406590750835512,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-12,9651.1298828125,52625100,0.13602327691478486,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-15,9659.6298828125,55750900,0.12220159180628068,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-16,9632.9296875,62265100,0.11260893590509118,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-17,9661.5,67216900,0.1092291975507418,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-18,9798.1298828125,81235700,0.11642344418879703,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-19,9799.259765625,195350400,0.11389456813082852,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-22,9749.5400390625,73981000,0.11252540638138611,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-23,9595.0302734375,88196000,0.11264402912309603,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-24,9661.9697265625,85850600,0.11165585582527385,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-25,9510.009765625,97697000,0.12473200335083821,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-26,9490.5498046875,83499600,0.11850257102052218,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-29,9422.91015625,77424800,0.12112145108645553,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-09-30,9474.2998046875,89859600,0.12266151828639088,0.0970909,0.9213636364,99.48821,98.81272000000001,99.16237,4.7,0.8242727364
2014-10-01,9382.0302734375,83526600,0.1266329961830384,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-02,9195.6796875,122375300,0.1337760556599289,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-06,9209.509765625,103676300,0.12693488557080165,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-07,9086.2099609375,105001700,0.13092147680719635,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-08,8995.330078125,112047000,0.1318461819735979,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-09,9005.01953125,104101300,0.13286599629905912,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-10,8788.8095703125,162566100,0.15011436963322786,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-13,8812.4296875,112875000,0.15175230291881098,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-14,8825.2099609375,116078300,0.15313608800151246,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-15,8571.9501953125,153532200,0.17365817803459624,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-16,8582.900390625,224468500,0.1750529098899074,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-17,8850.26953125,181971200,0.2147897211266255,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-20,8717.759765625,103016000,0.20721282557548354,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-21,8886.9599609375,118317300,0.22387027304365112,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-22,8940.1396484375,97874300,0.22680096163350671,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-23,9047.3095703125,108376900,0.22899928587464743,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-24,8987.7998046875,98966500,0.22658663584144542,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-27,8902.6103515625,111764500,0.22329247009938755,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-28,9068.1904296875,78580500,0.23557001998549262,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-29,9082.8095703125,89708100,0.23514666525278521,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-30,9114.83984375,119733200,0.2345075562004926,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-10-31,9326.8701171875,123211200,0.24780514456950303,0.0826087,0.7909090909,99.48821,98.65598,99.45232,4.7,0.7083003909
2014-11-03,9251.7001953125,79777600,0.23920769329373182,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-04,9166.4697265625,90365900,0.24145297273296668,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-05,9315.48046875,81034800,0.24275065260958847,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-06,9377.41015625,124002400,0.23981882208955566,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-07,9291.830078125,104437000,0.24294683766768216,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-10,9351.8701171875,71162800,0.22471233968751322,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-11,9369.0302734375,79810300,0.22474938880396172,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-12,9210.9599609375,93733900,0.23508185754164612,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-13,9248.509765625,82312000,0.20659503250394817,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-14,9252.9404296875,76730500,0.20673166248732194,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-17,9306.349609375,72034400,0.1813529736390342,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-18,9456.5302734375,73982400,0.17560801989869831,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-19,9472.7998046875,73153500,0.16642468911824995,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-20,9483.9697265625,82097800,0.16620656295336828,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-21,9732.5498046875,166634400,0.1825398533360744,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-24,9785.5400390625,97612300,0.1788529601393337,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-25,9861.2099609375,117773900,0.17218060983763678,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-26,9915.5595703125,89124300,0.16491162410054147,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
2014-11-27,9974.8701171875,84700200,0.16470408201889283,0.0809,0.719,99.48821,98.8599,99.35567,4.6,0.6381
