data,giorno,allocazione_K,posizione_prec,turnover,operazione,posizione,rendimento_giorno,rendimento_buyhold,equity_agente,equity_buyhold,drawdown_agente
2021-04-21,176,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.008196281549346596,104515.27833938599,118056.02312088013,-0.040065128676325674
2021-04-22,177,0.0,0.0,0.0,MANTIENE,CASH,0.0,-0.002669626770263611,104515.27833938599,117740.85760116577,-0.040065128676325674
2021-04-23,178,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.0010942794436143988,104515.27833938599,117869.69900131226,-0.040065128676325674
2021-04-26,179,0.0,0.0,0.0,MANTIENE,CASH,0.0,-0.0030772803221642553,104515.27833938599,117506.9808959961,-0.040065128676325674
2021-04-27,180,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.0028139836870511026,104515.27833938599,117837.64362335205,-0.040065128676325674
2021-04-28,181,0.0,0.0,0.0,MANTIENE,CASH,0.0,-0.009022919516541217,104515.27833938599,116774.40404891968,-0.040065128676325674
2021-04-29,182,0.0,0.0,0.0,MANTIENE,CASH,0.0,-0.0012069523641229374,104515.27833938599,116633.46290588379,-0.040065128676325674
2021-04-30,183,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.006643857822280719,104515.27833938599,117408.35905075073,-0.040065128676325674
2021-05-03,184,0.0,0.0,0.0,MANTIENE,CASH,0.0,-0.02493946802529856,104515.27833938599,114480.25703430176,-0.040065128676325674
2021-05-04,185,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.02115574854477109,104515.27833938599,116902.1725654602,-0.040065128676325674
2021-05-05,186,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.001711116085153952,104515.27833938599,117102.20575332642,-0.040065128676325674
2021-05-06,187,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.013352206933655797,104515.27833938599,118665.77863693237,-0.040065128676325674
