data,giorno,allocazione_K,posizione_prec,turnover,operazione,posizione,rendimento_giorno,rendimento_buyhold,equity_agente,equity_buyhold,drawdown_agente
2021-02-04,122,1.0,1.0,0.0,MANTIENE,LONG,-0.0002539673673751519,-0.0002538334126631625,109245.82481384277,108317.50631332397,-0.008224175307084903
2021-02-05,123,1.0,1.0,0.0,MANTIENE,LONG,0.00022697006744931691,0.00022693428183506725,109270.62034606934,108342.08726882935,-0.007999071881259675
2021-02-08,124,1.0,1.0,0.0,MANTIENE,LONG,-0.00342177920736475,-0.0034218370618436245,108896.72040939331,107971.35829925537,-0.011393480030782893
2021-02-09,125,1.0,1.0,0.0,MANTIENE,LONG,-0.005625994056433381,-0.00562596289796935,108284.06810760498,107363.91544342041,-0.016955374436280958
2021-02-10,126,1.0,1.0,0.0,MANTIENE,LONG,0.007747211820607891,0.007747099875665242,109122.96772003174,108195.67441940308,-0.00933951949292856
2021-02-11,127,1.0,1.0,0.0,MANTIENE,LONG,0.0006395089829491774,0.0006395911200292037,109192.75283813477,108264.8754119873,-0.008705983216591594
2021-02-12,128,1.0,1.0,0.0,MANTIENE,LONG,0.0042413812077009005,0.004241285649415838,109655.88092803955,108724.05767440796,-0.004501527402500185
2021-02-15,129,1.0,1.0,0.0,MANTIENE,LONG,-0.003180918143865785,-0.0031808789821976546,109307.07454681396,108378.21960449219,-0.007668126556176237
2021-02-16,130,1.0,1.0,0.0,MANTIENE,LONG,-0.011043976765181207,-0.011044034465887864,108099.88975524902,107181.28681182861,-0.018627416709838546
2021-02-17,131,1.0,1.0,0.0,MANTIENE,LONG,-0.0016060738793984841,-0.001606047279629541,107926.27334594727,107009.14859771729,-0.020203573581818655
2021-02-18,132,1.0,1.0,0.0,MANTIENE,LONG,0.007654819477789454,0.007654698705898744,108752.42948532104,107828.27138900757,-0.01270340881260432
2021-02-19,133,1.0,1.0,0.0,MANTIENE,LONG,-0.0030865472992711585,-0.0030865784196439927,108416.75996780396,107495.45097351074,-0.015750746439713352
2021-02-22,134,0.0,1.0,-1.0,VENDE,CASH,-0.0010000377144514516,-0.006109651459427434,108308.33911895752,106838.69123458862,-0.01673503281369434
2021-02-23,135,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.008019611975927043,108308.33911895752,107695.49608230591,-0.01673503281369434
2021-02-24,136,0.25,0.0,0.25,COMPRA,LONG,-0.0019791841165136548,-0.00691686315252793,108093.9769744873,106950.58107376099,-0.018681095219073792
2021-02-25,137,0.0,0.25,-0.25,VENDE,CASH,-0.00025001157971582533,-0.006703437990607131,108066.95222854614,106233.64448547363,-0.018926436308663117
2021-02-26,138,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.016431532922988268,108066.95222854614,107979.22611236572,-0.018926436308663117
2021-03-01,139,1.0,0.0,1.0,COMPRA,LONG,0.0009252852052654692,0.0019252692164257734,108166.94498062134,108187.11519241333,-0.01801866345490253
2021-03-02,140,1.0,1.0,0.0,MANTIENE,LONG,0.002865423932307154,0.0028655508362007698,108476.88913345337,108497.13087081909,-0.015204870632087173
2021-03-03,141,0.0,1.0,-1.0,VENDE,CASH,-0.0010000328582224771,-0.001682598466455576,108368.40867996216,108314.57376480103,-0.016189698120072548
2021-03-04,142,0.0,0.0,0.0,MANTIENE,CASH,0.0,-0.00965036096404559,108368.40867996216,107269.29903030396,-0.016189698120072548
2021-03-05,143,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.0330600958992604,108368.40867996216,110815.63234329224,-0.016189698120072548
2021-03-08,144,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.0039656239440897245,108368.40867996216,111255.08546829224,-0.016189698120072548
2021-03-09,145,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.007086226325715428,108368.40867996216,112043.46418380737,-0.016189698120072548
2021-03-10,146,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.0020040670773040503,108368.40867996216,112268.00680160522,-0.016189698120072548
2021-03-11,147,0.0,0.0,0.0,MANTIENE,CASH,0.0,-0.004598669975746761,108368.40867996216,111751.72328948975,-0.016189698120072548
2021-03-12,148,1.0,0.0,1.0,COMPRA,LONG,-0.003825049630931998,-0.002825029916536659,107953.89413833618,111436.02132797241,-0.019952821352185457
2021-03-15,149,1.0,1.0,0.0,MANTIENE,LONG,0.006649418843929222,0.006649385837357968,108671.72479629517,112177.00242996216,-0.013436077174545088
2021-03-16,150,1.0,1.0,0.0,MANTIENE,LONG,0.002681096901123281,0.0026810585957264266,108963.08422088623,112477.75554656982,-0.010791003698297774
2021-03-17,151,1.0,1.0,0.0,MANTIENE,LONG,0.012256897499761,0.01225692658159483,110298.63357543945,113856.3871383667,0.0
2021-03-18,152,0.0,1.0,-1.0,VENDE,CASH,-0.000999943799094738,-0.010457790342882634,110188.34114074707,112665.70091247559,-0.0009999437990947332
2021-03-19,153,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.0024765413152607607,110188.34114074707,112944.72217559814,-0.0009999437990947332
2021-03-22,154,1.0,0.0,1.0,COMPRA,LONG,-0.0006718403058312283,0.00032814431172556446,110114.31217193604,112981.78434371948,-0.0016711123023781629
2021-03-23,155,1.0,1.0,0.0,MANTIENE,LONG,-0.003521359289938464,-0.0035213559890010515,109726.56011581421,112583.9352607727,-0.005186587005486073
2021-03-24,156,1.0,1.0,0.0,MANTIENE,LONG,0.0007509345125786826,0.0007509350952565885,109808.95757675171,112668.47848892212,-0.004439547280092343
2021-03-25,157,1.0,1.0,0.0,MANTIENE,LONG,0.008725668714445689,0.008725556448905492,110767.11416244507,113651.5736579895,0.0
2021-03-26,158,0.0,1.0,-1.0,VENDE,CASH,-0.0010000194795012352,0.004663415422101469,110656.34489059448,114181.57815933228,-0.0010000194795012688
2021-03-29,159,1.0,0.0,1.0,COMPRA,LONG,0.011882540174674494,0.01288252701825865,111971.2233543396,115652.52542495728,0.0
2021-03-30,160,0.0,1.0,-1.0,VENDE,CASH,-0.0010000184183101002,-1.8038192935887487e-05,111859.25006866455,115650.43926239014,-0.0010000184183100573
2021-03-31,161,0.0,0.0,0.0,MANTIENE,CASH,0.0,0.006585089958606183,111859.25006866455,116412.0078086853,-0.0010000184183100573
